id,original_language,original_title,overview,release_date,vote_average,director,genres,keywords,final,clean
1164,en,Babel,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",2006-09-08,6.9,Alejandro González Iñárritu,Drama,terror loss of mother gun morocco deaf-mute san diego ecstasy illegal immigration first time nanny daughter bullet wound ensemble cast,terror loss of mother gun morocco deaf-mute san diego ecstasy illegal immigration first time nanny daughter bullet wound ensemble cast Drama Alejandro González Iñárritu,  terror loss of mother gun morocco san diego ecstasi illeg immigr first time nanni daughter bullet wound ensembl cast drama alejandro gonzález iñárritu
239678,en,This Is Where I Leave You,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",2014-09-10,6.5,Shawn Levy,Drama Comedy,based on novel funeral dysfunctional family death of father man child family mourning grieving,based on novel funeral dysfunctional family death of father man child family mourning grieving Drama Comedy Shawn Levy,  base on novel funer dysfunct famili death of father man child famili mourn griev drama comedi shawn levi
14359,en,Doubt,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse. He denies the charges, and much of the film's quick-fire dialogue tackles themes of religion, morality, and authority.",2008-11-27,7.0,John Patrick Shanley,Drama Mystery,sexual abuse boy wine gift janitor singing pedophile gossip compassion tolerance 1960s,sexual abuse boy wine gift janitor singing pedophile gossip compassion tolerance 1960s Drama Mystery John Patrick Shanley,  sexual abus boy wine gift janitor sing pedophil gossip compass toler drama mysteri john patrick shanley
3989,en,Team America: World Police,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?",2004-10-10,6.6,Trey Parker,Music Adventure Animation Action Comedy,paris france cairo capitalism loss of lover egypt war against terror shotgun patriotism pentagon american dream destroy shipwreck louvre american  way of life failure panama damage government eiffel tower paris world politics mass destruction,paris france cairo capitalism loss of lover egypt war against terror shotgun patriotism pentagon american dream destroy shipwreck louvre american  way of life failure panama damage government eiffel tower paris world politics mass destruction Music Adventure Animation Action Comedy Trey Parker,  pari franc cairo capit loss of lover egypt war against terror shotgun patriot pentagon american dream destroy shipwreck louvr american way of life failur panama damag govern eiffel tower pari world polit mass destruct music adventur anim action comedi trey parker
76617,en,Texas Chainsaw 3D,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",2013-01-03,5.3,John Luessenhop,Horror Thriller,sequel gore leatherface slasher chainsaw aftercreditsstinger duringcreditsstinger,sequel gore leatherface slasher chainsaw aftercreditsstinger duringcreditsstinger Horror Thriller John Luessenhop,  sequel gore leatherfac slasher chainsaw aftercreditssting duringcreditssting horror thriller john luessenhop
1710,en,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,1995-10-27,6.4,Jon Amiel,Drama Thriller,police brutality psychology police operation police protection serial killer psychologist cowardliness,police brutality psychology police operation police protection serial killer psychologist cowardliness Drama Thriller Jon Amiel,  polic brutal psycholog polic oper polic protect serial killer psychologist cowardli drama thriller jon amiel
4258,en,Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",2013-04-11,4.6,Malcolm D. Lee,Comedy,sequel parody spoof aftercreditsstinger duringcreditsstinger,sequel parody spoof aftercreditsstinger duringcreditsstinger Comedy Malcolm D. Lee,  sequel parodi spoof aftercreditssting duringcreditssting comedi malcolm lee
20391,en,Paint Your Wagon,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.",1969-10-15,6.2,Joshua Logan,Drama Action Comedy Western Music,mining prospector,mining prospector Drama Action Comedy Western Music Joshua Logan,  mine prospector drama action comedi western music joshua logan
10139,en,Milk,"The story of California's first openly gay elected official, Harvey Milk, who  became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike – at a time when prejudice and violence against gays was openly accepted as the norm.",2008-11-26,7.1,Gus Van Sant,History Drama,gay san francisco homophobia mayor biography politics politician election campaign homosexuality morality election candlelight vigil mayoral campaign,gay san francisco homophobia mayor biography politics politician election campaign homosexuality morality election candlelight vigil mayoral campaign History Drama Gus Van Sant,  gay san francisco homophobia mayor biographi polit politician elect campaign homosexu moral elect candlelight vigil mayor campaign histori drama gus van sant
335778,en,Risen,"Follows the epic Biblical story of the Resurrection, as told through the eyes of a non-believer. Clavius, a powerful Roman Military Tribune, and his aide Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",2016-02-19,5.7,Kevin Reynolds,Action,christianity jesus christ apostle crucifixion jerusalem ancient rome faith resurrection dead body judaism religious tomb,christianity jesus christ apostle crucifixion jerusalem ancient rome faith resurrection dead body judaism religious tomb Action Kevin Reynolds,  christian jesus christ apostl crucifixion jerusalem ancient rome faith resurrect dead bodi judaism religi tomb action kevin reynold
9645,en,Ghost Ship,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",2002-10-25,5.3,Steve Beck,Horror Mystery Thriller,cruise pilot ghost ship,cruise pilot ghost ship Horror Mystery Thriller Steve Beck,  cruis pilot ghost ship horror mysteri thriller steve beck
55465,en,A Very Harold & Kumar Christmas,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",2011-11-04,6.0,Todd Strauss-Schulson,Comedy,holiday indian lead beer christmas tree cannabis sequel vulgarity drug asian 3d beer pong,holiday indian lead beer christmas tree cannabis sequel vulgarity drug asian 3d beer pong Comedy Todd Strauss-Schulson,  holiday indian lead beer christma tree cannabi sequel vulgar drug asian beer pong comedi todd
617,en,Wild Things,"When teen-socialite Kelly Van Ryan (Richards) and troubled bad girl Suzie Toller (Campbell) accuse guidance counselor Sam Lombardo (Dillon) of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop (Bacon) suspects conspiracy, but nothing is what it seems...",1998-03-20,6.3,John McNaughton,Crime Drama Mystery,upper class poison sailboat rape sexual abuse florida eroticism blackmail lolita cheerleader court case planned murder sailing pretended murder seduction bisexuality alligator crocodile everglades heart-throb white trash menage a trois intellectually gifted harpoon van plan court single millionaire extramarital affair duringcreditsstinger,upper class poison sailboat rape sexual abuse florida eroticism blackmail lolita cheerleader court case planned murder sailing pretended murder seduction bisexuality alligator crocodile everglades heart-throb white trash menage a trois intellectually gifted harpoon van plan court single millionaire extramarital affair duringcreditsstinger Crime Drama Mystery John McNaughton,  upper class poison sailboat rape sexual abus florida erotic blackmail lolita cheerlead court case plan murder sail pretend murder seduct bisexu allig crocodil everglad white trash menag a troi intellectu gift harpoon van plan court singl millionair extramarit affair duringcreditssting crime drama mysteri john mcnaughton
19904,en,The Stepfather,"Michael Harding (Penn Badgley) returns home from military school to find his mother (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",2009-10-16,5.4,Nelson McCormick,Horror Thriller Mystery,step father remake,step father remake Horror Thriller Mystery Nelson McCormick,  step father remak horror thriller mysteri nelson mccormick
48289,en,The Debt,"Rachel Singer is a former Mossad agent who tried to capture a notorious Nazi war criminal – the Surgeon of Birkenau – in a secret Israeli mission that ended with his death on the streets of East Berlin. Now, 30 years later, a man claiming to be the doctor has surfaced, and Rachel must return to Eastern Europe to uncover the truth. Overwhelmed by haunting memories of her younger self and her two fellow agents, the still-celebrated heroine must relive the trauma of those events and confront the debt she has incurred.",2010-04-11,6.3,John Madden,Drama Thriller,beach mossad secret agent insane asylum lye syringe lost of friend,beach mossad secret agent insane asylum lye syringe lost of friend Drama Thriller John Madden,  beach mossad secret agent insan asylum lye syring lost of friend drama thriller john madden
243,en,High Fidelity,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",2000-03-17,7.0,Stephen Frears,Comedy Drama Romance Music,chicago music record rock and roll record store soul disc jockey pop bruce frederick joseph springsteen record collection,chicago music record rock and roll record store soul disc jockey pop bruce frederick joseph springsteen record collection Comedy Drama Romance Music Stephen Frears,  chicago music record rock and roll record store soul disc jockey pop bruce frederick joseph springsteen record collect comedi drama romanc music stephen frear
6933,en,One Missed Call,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",2008-01-04,4.7,Eric Valette,Horror Mystery Thriller,candy loss of sister mobile phone answering machine dying and death victim death of a friend sms asthma friendship police delusion remake cowardliness train,candy loss of sister mobile phone answering machine dying and death victim death of a friend sms asthma friendship police delusion remake cowardliness train Horror Mystery Thriller Eric Valette,  candi loss of sister mobil phone answer machin die and death victim death of a friend sms asthma friendship polic delus remak cowardli train horror mysteri thriller eric valett
17182,en,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",1996-01-12,5.8,John Schlesinger,Drama Thriller,rape gun self-defense grieving parents,rape gun self-defense grieving parents Drama Thriller John Schlesinger,  rape gun griev parent drama thriller john schlesing
8848,en,The Bank Job,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",2008-02-28,6.6,Roger Donaldson,Thriller Crime Drama,infidelity subway car dealer vault mannequin bahamas strip club wife offer photography london underground based on true story extortion double cross walkie talkie railway station jackhammer political corruption bank heist cabinet officer corrupt policeman,infidelity subway car dealer vault mannequin bahamas strip club wife offer photography london underground based on true story extortion double cross walkie talkie railway station jackhammer political corruption bank heist cabinet officer corrupt policeman Thriller Crime Drama Roger Donaldson,  infidel subway car dealer vault mannequin bahama strip club wife offer photographi london underground base on true stori extort doubl cross walki talki railway station jackhamm polit corrupt bank heist cabinet offic corrupt policeman thriller crime drama roger donaldson
38,en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",2004-03-19,7.9,Michel Gondry,Science Fiction Drama Romance,deja vu regret jealousy amnesia dream operation relationship problems love memory brainwashing relationship heartbreak nonlinear timeline love story bittersweet,deja vu regret jealousy amnesia dream operation relationship problems love memory brainwashing relationship heartbreak nonlinear timeline love story bittersweet Science Fiction Drama Romance Michel Gondry,  deja vu regret jealousi amnesia dream oper relationship problem love memori brainwash relationship heartbreak nonlinear timelin love stori bittersweet scienc fiction drama romanc michel gondri
38303,en,You Again,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",2010-09-24,6.0,Andy Fickman,Comedy Romance,brother sister relationship marriage bully duringcreditsstinger,brother sister relationship marriage bully duringcreditsstinger Comedy Romance Andy Fickman,  brother sister relationship marriag bulli duringcreditssting comedi romanc andi fickman
1266,en,Street Kings,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",2008-04-10,6.3,David Ayer,Action Crime Drama Thriller,police los angeles,police los angeles Action Crime Drama Thriller David Ayer,  polic los angel action crime drama thriller david ayer
107985,en,The World's End,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,2013-07-18,6.7,Edgar Wright,Comedy Action Science Fiction,end of the world apocalypse trilogy homage,end of the world apocalypse trilogy homage Comedy Action Science Fiction Edgar Wright,  end of the world apocalyps trilog homag comedi action scienc fiction edgar wright
14043,en,Nancy Drew,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,2007-06-15,5.8,Andrew Fleming,Action Adventure Crime Family Mystery Thriller,california detective based on novel dream kidnapping chase party murder rescue escape hollywood teenager explosion surveillance flashback,california detective based on novel dream kidnapping chase party murder rescue escape hollywood teenager explosion surveillance flashback Action Adventure Crime Family Mystery Thriller Andrew Fleming,  california detect base on novel dream kidnap chase parti murder rescu escap hollywood teenag explos surveil flashback action adventur crime famili mysteri thriller andrew fleme
19901,en,Daybreakers,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",2009-01-06,6.0,Michael Spierig,Fantasy Horror Action Thriller Science Fiction,female nudity sunrise waitress experiment rain sunlight vampire dystopia beautiful woman slow motion scene undead decapitation scientist epidemic night creatures,female nudity sunrise waitress experiment rain sunlight vampire dystopia beautiful woman slow motion scene undead decapitation scientist epidemic night creatures Fantasy Horror Action Thriller Science Fiction Michael Spierig,  femal nuditi sunris waitress experi rain sunlight vampir dystopia beauti woman slow motion scene undead decapit scientist epidem night creatur fantasi horror action thriller scienc fiction michael spierig
34016,en,She's Out of My League,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",2010-03-11,5.9,Jim Field Smith,Comedy Romance,confidence romantic comedy dating insecurity airport security unlikely lovers twenty something duringcreditsstinger,confidence romantic comedy dating insecurity airport security unlikely lovers twenty something duringcreditsstinger Comedy Romance Jim Field Smith,  confid romant comedi date insecur airport secur unlik lover twenti someth duringcreditssting comedi romanc jim field smith
59860,en,Monte Carlo,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,2011-07-01,6.0,Thomas Bezucha,Adventure Comedy Romance,monte carlo mistaken identity look-alike young woman texan american abroad,monte carlo mistaken identity look-alike young woman texan american abroad Adventure Comedy Romance Thomas Bezucha,  mont carlo mistaken ident young woman texan american abroad adventur comedi romanc thoma bezucha
10069,en,Stay Alive,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",2006-03-24,5.3,William Brent Bell,Horror Thriller,video game hacker virtual reality virtual fight baroness,video game hacker virtual reality virtual fight baroness Horror Thriller William Brent Bell,  video game hacker virtual realiti virtual fight baro horror thriller william brent bell
9588,en,Quigley Down Under,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",1990-10-17,6.5,Simon Wincer,Romance Action Adventure Western Drama,australian chase,australian chase Romance Action Adventure Western Drama Simon Wincer,  australian chase romanc action adventur western drama simon wincer
12819,en,Alpha and Omega,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",2010-09-17,5.3,Ben Gluck,Family Animation,wolf arranged marriage forbidden love road trip park park ranger howling social status,wolf arranged marriage forbidden love road trip park park ranger howling social status Family Animation Ben Gluck,  wolf arrang marriag forbidden love road trip park park ranger howl social status famili anim ben gluck
9954,en,The Covenant,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,2006-09-08,5.2,Renny Harlin,Action Adventure Fantasy Horror Science Fiction Thriller,magic male friendship college supernatural powers teenager,magic male friendship college supernatural powers teenager Action Adventure Fantasy Horror Science Fiction Thriller Renny Harlin,  magic male friendship colleg supernatur power teenag action adventur fantasi horror scienc fiction thriller renni harlin
10115,en,Stick It,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",2006-04-21,6.3,Jessica Bendinger,Comedy Drama,gymnastics trainer puberty training sport teenager woman director,gymnastics trainer puberty training sport teenager woman director Comedy Drama Jessica Bendinger,  gymnast trainer puberti train sport teenag woman director comedi drama jessica bending
25132,en,Shorts,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",2009-08-21,5.1,Robert Rodriguez,Comedy Family,, Comedy Family Robert Rodriguez,  comedi famili robert rodriguez
577,en,To Die For,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",1995-05-20,6.7,Gus Van Sant,Fantasy Drama Comedy Thriller,adultery winter obsession television new hampshire narcissistic personality disorder,adultery winter obsession television new hampshire narcissistic personality disorder Fantasy Drama Comedy Thriller Gus Van Sant,  adulteri winter obsess televis new hampshir narcissist person disord fantasi drama comedi thriller gus van sant
328387,en,Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",2016-07-27,7.1,Henry Joost,Mystery Adventure Crime,based on novel technology internet hacking teenager new york city game adaptation dare cellphone video based on young adult novel smartphone taking a risk,based on novel technology internet hacking teenager new york city game adaptation dare cellphone video based on young adult novel smartphone taking a risk Mystery Adventure Crime Henry Joost,  base on novel technolog internet hack teenag new york citi game adapt dare cellphon video base on young adult novel smartphon take a risk mysteri adventur crime henri joost
12690,en,Appaloosa,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,2008-09-12,6.3,Ed Harris,Drama Western Crime,small town rancher,small town rancher Drama Western Crime Ed Harris,  small town rancher drama western crime ed harri
9945,en,Vampires,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,1998-04-15,5.8,John Carpenter,Action Drama Fantasy Horror Thriller,based on novel new mexico party vampire hunter revenge priest church skull team crucifix cross relic vampire slayer turning into a vampire drinking blood,based on novel new mexico party vampire hunter revenge priest church skull team crucifix cross relic vampire slayer turning into a vampire drinking blood Action Drama Fantasy Horror Thriller John Carpenter,  base on novel new mexico parti vampir hunter reveng priest church skull team crucifix cross relic vampir slayer turn into a vampir drink blood action drama fantasi horror thriller john carpent
539,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",1960-06-16,8.2,Alfred Hitchcock,Drama Horror Thriller,hotel clerk arizona shower rain motel money secretary corpse murderer theft private detective proto-slasher,hotel clerk arizona shower rain motel money secretary corpse murderer theft private detective proto-slasher Drama Horror Thriller Alfred Hitchcock,  hotel clerk arizona shower rain motel money secretari corps murder theft privat detect drama horror thriller alfr hitchcock
13596,en,My Best Friend's Girl,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",2008-09-19,5.4,Howard Deutch,Romance Comedy,date sex bar test friendship insult stripper blonde liar wedding lap dance duringcreditsstinger,date sex bar test friendship insult stripper blonde liar wedding lap dance duringcreditsstinger Romance Comedy Howard Deutch,  date sex bar test friendship insult stripper blond liar wed lap danc duringcreditssting romanc comedi howard deutch
226857,en,Endless Love,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,2014-02-12,6.7,Shana Feste,Drama Romance,teenage romance,teenage romance Drama Romance Shana Feste,  teenag romanc drama romanc shana fest
13159,en,Georgia Rule,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",2007-05-11,5.6,Garry Marshall,Comedy Drama Romance,grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager rural veterinary clinic rebellious teenager,grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager rural veterinary clinic rebellious teenager Comedy Drama Romance Garry Marshall,  grandmoth granddaught relationship promiscu mother daughter relationship summer teenag rural veterinari clinic rebelli teenag comedi drama romanc garri marshal
47941,en,Under the Rainbow,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins (from the cast of _Wizard of Oz, The (1939)_ ). Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion.",1981-07-31,4.9,Steve Rash,Comedy,, Comedy Steve Rash,  comedi steve rash
526,en,Ladyhawke,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",1985-03-27,6.8,Richard Donner,Adventure Drama Fantasy Romance,moon monk swordplay bishop cathedral falcon twilight solar eclipse thief,moon monk swordplay bishop cathedral falcon twilight solar eclipse thief Adventure Drama Fantasy Romance Richard Donner,  moon monk swordplay bishop cathedr falcon twilight solar eclips thief adventur drama fantasi romanc richard donner
22796,en,Simon Birch,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",1998-09-11,6.5,Mark Steven Johnson,Comedy Drama Family,illegitimate son,illegitimate son Comedy Drama Family Mark Steven Johnson,  illegitim son comedi drama famili mark steven johnson
2355,en,Reign Over Me,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,2007-03-23,7.1,Mike Binder,Drama,confidence trauma leaving one's family childhood memory airplane war on terror music loss of daughter alone cowardliness family,confidence trauma leaving one's family childhood memory airplane war on terror music loss of daughter alone cowardliness family Drama Mike Binder,  confid trauma leav famili childhood memori airplan war on terror music loss of daughter alon cowardli famili drama mike binder
5915,en,Into the Wild,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",2007-09-11,7.8,Sean Penn,Adventure Drama,male nudity parents kids relationship camping cutting the cord self-discovery wilderness biography based on true story pubic hair alaska journey,male nudity parents kids relationship camping cutting the cord self-discovery wilderness biography based on true story pubic hair alaska journey Adventure Drama Sean Penn,  male nuditi parent kid relationship camp cut the cord wilder biographi base on true stori pubic hair alaska journey adventur drama sean penn
9842,en,School for Scoundrels,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",2006-09-29,5.6,Todd Phillips,Comedy Drama Romance,date competition lovesickness mentor traffic policeman,date competition lovesickness mentor traffic policeman Comedy Drama Romance Todd Phillips,  date competit lovesick mentor traffic policeman comedi drama romanc todd phillip
61012,en,Silent Hill: Revelation 3D,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",2012-10-10,5.0,Michael J. Bassett,Thriller Horror Mystery,female protagonist another dimension based on video game mall occult ritual dark carnival occult torture aftercreditsstinger 3d,female protagonist another dimension based on video game mall occult ritual dark carnival occult torture aftercreditsstinger 3d Thriller Horror Mystery Michael J. Bassett,  femal protagonist anoth dimens base on video game mall occult ritual dark carniv occult tortur aftercreditssting thriller horror mysteri michael bassett
755,en,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",1996-01-19,6.9,Robert Rodriguez,Horror Action Thriller Crime,dancing brother brother relationship sexual obsession showdown sheriff eroticism nudity bank robber vampire holy water siege stripper priest explosion extreme violence bank robbery preacher hostage situation crucifix recreational vehicle blood spurting convenience store female vampire mexican american border nightclub entertainer boa constrictor,dancing brother brother relationship sexual obsession showdown sheriff eroticism nudity bank robber vampire holy water siege stripper priest explosion extreme violence bank robbery preacher hostage situation crucifix recreational vehicle blood spurting convenience store female vampire mexican american border nightclub entertainer boa constrictor Horror Action Thriller Crime Robert Rodriguez,  danc brother brother relationship sexual obsess showdown sheriff erotic nuditi bank robber vampir holi water sieg stripper priest explos extrem violenc bank robberi preacher hostag situat crucifix recreat vehicl blood spurt conveni store femal vampir mexican american border nightclub entertain boa constrictor horror action thriller crime robert rodriguez
